CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
719143308,0,37,0,2,Unknown,Single,$40K - $60K,Blue,28,4,4,3,2394.0,0,2394.0,1.059,2805,85,0.667,0.0
757481283,0,35,0,3,College,Married,$60K - $80K,Blue,28,4,3,4,6921.0,2159,4762.0,0.895,1931,35,0.75,0.312
714618333,0,39,1,2,Doctorate,Married,Unknown,Blue,36,3,2,4,9843.0,2154,7689.0,0.733,1402,35,0.667,0.219
794562783,0,28,1,0,Unknown,Single,Unknown,Blue,13,5,3,2,21691.0,661,21030.0,0.767,2534,51,0.962,0.03
794504658,0,39,0,1,Unknown,Married,$60K - $80K,Blue,24,6,3,0,5746.0,1829,3917.0,0.649,1562,44,0.913,0.318
714772758,0,35,1,3,Graduate,Married,Less than $40K,Blue,27,6,2,4,2926.0,1346,1580.0,0.834,1851,48,0.455,0.46
814513008,0,38,0,2,Graduate,Married,$80K - $120K,Blue,33,5,3,3,9620.0,2033,7587.0,0.667,1735,43,0.387,0.211
712765158,0,26,1,1,High School,Single,Less than $40K,Blue,15,5,3,3,2539.0,2162,377.0,0.635,2386,47,0.382,0.852
714411108,0,37,1,3,Graduate,Single,Unknown,Blue,28,4,2,3,3642.0,610,3032.0,0.676,2790,68,0.581,0.167
709035708,0,38,1,0,Unknown,Married,Less than $40K,Blue,36,4,2,3,1841.0,1246,595.0,0.759,1819,35,0.522,0.677
720662508,0,39,0,1,Graduate,Married,$120K +,Blue,25,6,3,2,5764.0,1529,4235.0,1.356,1972,38,0.52,0.265
708623283,0,35,0,2,Uneducated,Single,$60K - $80K,Blue,16,6,3,2,18278.0,0,18278.0,0.798,2084,61,1.103,0.0
813247083,0,38,0,2,Graduate,Married,$80K - $120K,Blue,33,4,3,2,16059.0,618,15441.0,0.824,1357,26,1.0,0.038
811915383,0,36,0,3,Uneducated,Married,$40K - $60K,Blue,31,6,2,2,3152.0,1986,1166.0,1.328,2530,50,0.724,0.63
719818983,1,39,0,1,College,Divorced,$80K - $120K,Blue,28,1,3,4,12464.0,0,12464.0,0.864,1195,35,0.522,0.0
710067183,0,28,0,1,High School,Single,Less than $40K,Blue,36,5,2,3,1950.0,0,1950.0,0.803,2074,81,0.8,0.0
820288233,0,26,1,0,Uneducated,Single,Less than $40K,Blue,20,4,3,4,1438.3,0,1438.3,0.764,2731,39,0.5,0.0
717511533,0,28,0,0,Graduate,Single,Less than $40K,Blue,36,4,2,4,1707.0,1191,516.0,0.669,2950,87,0.977,0.698
711642108,0,30,1,1,Uneducated,Married,Unknown,Blue,13,5,2,2,4016.0,917,3099.0,1.246,2572,35,0.591,0.228
712495233,0,31,1,0,Uneducated,Married,Less than $40K,Blue,19,5,3,2,2370.0,1699,671.0,0.889,2411,53,0.656,0.717
804668658,1,26,1,0,Uneducated,Single,Less than $40K,Blue,20,3,2,4,1438.3,0,1438.3,0.506,947,20,0.053,0.0
715934283,0,39,1,2,High School,Single,$40K - $60K,Blue,26,6,3,2,3142.0,1639,1503.0,0.986,3046,56,1.154,0.522
717499083,0,35,0,0,Unknown,Single,$60K - $80K,Blue,36,3,1,2,17236.0,0,17236.0,0.958,3013,78,0.696,0.0
718971333,0,33,0,1,Graduate,Single,$80K - $120K,Blue,20,5,3,2,13206.0,925,12281.0,0.766,2342,51,1.318,0.07
709150608,0,30,1,0,Unknown,Married,Less than $40K,Blue,19,5,1,4,2898.0,0,2898.0,1.154,2632,64,0.778,0.0
712757808,0,33,1,2,Uneducated,Married,Less than $40K,Blue,22,4,2,4,1544.0,0,1544.0,0.677,1731,40,0.739,0.0
713413758,0,26,1,1,College,Single,Unknown,Blue,16,4,3,3,2751.0,1599,1152.0,0.694,2270,44,0.333,0.581
714043833,0,37,1,3,Graduate,Single,Less than $40K,Blue,36,5,2,4,3685.0,1396,2289.0,0.974,3016,85,0.809,0.379
787570758,0,35,0,2,Uneducated,Married,$120K +,Blue,26,3,3,4,2944.0,1596,1348.0,0.737,2070,44,0.467,0.542
819117183,0,34,1,3,Unknown,Married,$40K - $60K,Blue,29,3,2,4,1569.0,909,660.0,1.288,2169,48,1.182,0.579
711776433,0,37,0,3,Uneducated,Single,$80K - $120K,Blue,26,4,2,2,23622.0,1153,22469.0,0.666,2574,65,0.625,0.049
719521983,0,38,0,2,Uneducated,Married,$40K - $60K,Blue,31,4,3,3,6116.0,1698,4418.0,0.937,1592,32,1.0,0.278
718415133,0,38,0,1,Uneducated,Married,$80K - $120K,Blue,25,6,1,3,11352.0,0,11352.0,1.324,1601,34,1.125,0.0
710594358,0,28,1,0,Unknown,Single,Less than $40K,Silver,36,4,3,4,14910.0,873,14037.0,0.737,2560,72,0.674,0.059
709730508,0,39,1,0,High School,Single,Unknown,Blue,27,6,3,3,17531.0,0,17531.0,0.8,4563,61,0.743,0.0
715005558,0,36,0,2,College,Single,$80K - $120K,Blue,36,6,2,2,8374.0,2147,6227.0,1.113,2472,65,1.167,0.256
779993208,0,38,1,2,Uneducated,Married,Less than $40K,Blue,28,3,3,3,7049.0,0,7049.0,0.988,1475,27,1.7,0.0
787543008,0,37,0,1,Graduate,Single,$40K - $60K,Blue,27,5,3,4,3851.0,1695,2156.0,0.717,2349,61,0.968,0.44
743265108,0,37,0,4,College,Single,$60K - $80K,Blue,30,5,1,4,15936.0,827,15109.0,1.085,2477,49,1.042,0.052
713770383,0,29,1,0,Uneducated,Divorced,Less than $40K,Blue,19,5,4,4,2926.0,0,2926.0,0.84,2775,74,1.114,0.0
714832383,0,35,0,0,High School,Single,$80K - $120K,Gold,29,6,2,3,34516.0,1965,32551.0,1.044,2949,70,1.0,0.057
772706283,0,38,1,2,College,Married,$40K - $60K,Blue,28,3,3,4,6275.0,1579,4696.0,0.996,1585,43,0.72,0.252
795920358,0,33,1,2,High School,Married,Less than $40K,Blue,27,3,2,3,7185.0,0,7185.0,1.504,2679,45,0.8,0.0
710795883,0,33,1,3,Uneducated,Married,Less than $40K,Blue,16,6,1,4,2042.0,1864,178.0,1.318,2758,50,0.852,0.913
721096983,0,34,1,2,Graduate,Single,Less than $40K,Blue,36,4,3,4,3625.0,2517,1108.0,1.158,2616,46,1.3,0.694
718227033,0,38,1,4,Graduate,Married,Less than $40K,Blue,30,3,1,2,5951.0,1702,4249.0,1.264,2565,53,0.71,0.286
712902483,0,35,0,3,High School,Married,$60K - $80K,Blue,24,3,2,2,2066.0,1699,367.0,0.624,1895,43,0.536,0.822
719628033,0,33,1,1,Post-Graduate,Married,Unknown,Blue,36,5,3,3,4134.0,1130,3004.0,1.222,2475,52,0.926,0.273
816094233,0,37,0,1,High School,Married,$120K +,Blue,32,6,2,2,17393.0,1409,15984.0,0.608,1692,38,0.652,0.081
721234308,0,35,1,2,Uneducated,Married,Less than $40K,Blue,21,6,2,3,5825.0,1815,4010.0,1.132,2820,62,0.879,0.312
717138558,0,28,0,0,Post-Graduate,Married,$40K - $60K,Blue,16,5,1,3,3665.0,0,3665.0,0.737,1813,31,0.409,0.0
798120858,0,37,0,3,Uneducated,Married,$80K - $120K,Blue,31,4,2,2,3797.0,1425,2372.0,1.505,2555,44,0.833,0.375
709997958,0,39,0,3,Graduate,Married,$40K - $60K,Blue,28,4,3,4,3478.0,0,3478.0,0.65,2133,54,0.543,0.0
712617408,0,31,0,1,Post-Graduate,Single,$40K - $60K,Blue,20,5,3,3,13734.0,0,13734.0,0.855,2566,74,0.762,0.0
720158208,0,37,0,3,Graduate,Married,$60K - $80K,Blue,23,4,3,2,3034.0,2167,867.0,0.711,2058,49,0.485,0.714
716548083,0,39,0,4,Graduate,Married,Less than $40K,Blue,32,4,1,4,2973.0,2360,613.0,1.257,2593,57,0.781,0.794
717631008,0,38,0,2,Graduate,Married,$80K - $120K,Blue,31,4,1,2,24296.0,0,24296.0,0.781,1886,48,0.5,0.0
813964383,0,35,0,3,Graduate,Single,$40K - $60K,Blue,30,3,1,3,8969.0,1226,7743.0,0.84,2568,59,0.735,0.137
719952408,0,30,0,0,Graduate,Married,Less than $40K,Blue,36,3,3,2,2550.0,1623,927.0,0.65,1870,51,0.275,0.636
771823308,0,33,1,2,Uneducated,Unknown,Less than $40K,Blue,21,5,1,4,1475.0,986,489.0,0.896,1896,33,0.833,0.668
713998233,0,37,1,2,High School,Single,Less than $40K,Blue,36,6,2,4,3586.0,1414,2172.0,0.745,2780,57,0.727,0.394
714746358,0,38,0,3,Unknown,Married,$60K - $80K,Blue,28,3,1,2,4646.0,1680,2966.0,1.238,2234,35,0.667,0.362
713574708,0,39,0,3,College,Single,$40K - $60K,Blue,28,6,2,2,1640.0,1177,463.0,0.695,3124,66,0.784,0.718
714753258,0,34,0,2,Unknown,Married,$60K - $80K,Blue,36,5,2,4,2379.0,1982,397.0,1.194,2966,50,1.381,0.833
819610908,1,38,0,2,Uneducated,Single,$80K - $120K,Blue,33,1,4,4,32938.0,2089,30849.0,0.72,1137,26,0.238,0.063
712064358,0,38,0,1,Graduate,Married,$60K - $80K,Blue,36,6,3,4,2507.0,1544,963.0,0.906,1999,34,0.789,0.616
758765808,0,36,1,2,Unknown,Married,Less than $40K,Blue,29,6,3,4,2029.0,1190,839.0,0.628,1802,40,0.481,0.586
780881358,0,35,0,3,Graduate,Single,$40K - $60K,Silver,17,6,3,2,16659.0,0,16659.0,1.012,2551,74,0.609,0.0
710844408,0,38,0,3,Post-Graduate,Married,$60K - $80K,Blue,36,4,3,2,2584.0,0,2584.0,0.593,1843,28,0.647,0.0
819002508,0,31,0,1,Unknown,Single,$40K - $60K,Blue,26,4,1,2,2037.0,0,2037.0,0.88,2563,64,0.641,0.0
807141183,0,34,0,1,Graduate,Married,$120K +,Blue,29,4,3,2,14938.0,1412,13526.0,0.677,1930,36,0.636,0.095
711119358,0,38,0,3,Unknown,Married,$60K - $80K,Blue,31,6,1,2,2014.0,896,1118.0,1.055,2460,52,0.857,0.445
808273533,1,39,0,2,High School,Single,$60K - $80K,Blue,34,3,4,3,1818.0,0,1818.0,0.651,2054,55,0.774,0.0
716297658,0,37,0,2,Graduate,Single,$80K - $120K,Blue,36,4,1,4,14926.0,0,14926.0,0.635,2405,55,0.667,0.0
714957108,0,33,1,3,High School,Divorced,Less than $40K,Blue,26,5,1,3,3616.0,0,3616.0,0.912,3133,72,1.0,0.0
790102008,0,37,0,3,Doctorate,Single,$60K - $80K,Blue,30,6,1,3,5924.0,1023,4901.0,0.765,3305,80,0.778,0.173
806894133,0,34,1,3,Post-Graduate,Single,Unknown,Blue,29,3,1,4,1617.0,1347,270.0,0.73,2546,55,0.719,0.833
721344858,0,26,0,0,Uneducated,Single,Less than $40K,Blue,13,4,4,4,2237.0,451,1786.0,0.837,2192,36,0.44,0.202
719916408,0,34,0,5,Graduate,Married,$60K - $80K,Blue,27,5,2,2,2501.0,1909,592.0,0.956,1850,34,1.125,0.763
789433758,0,36,0,0,College,Married,$80K - $120K,Blue,27,3,3,2,6338.0,2379,3959.0,0.624,1715,39,0.5,0.375
785011383,1,36,1,0,Uneducated,Divorced,$40K - $60K,Blue,30,1,3,4,2190.0,0,2190.0,0.908,1412,38,0.583,0.0
710816358,0,29,0,1,Post-Graduate,Married,Less than $40K,Blue,18,4,3,2,2963.0,1466,1497.0,1.378,2523,48,0.846,0.495
779653458,0,37,0,3,Graduate,Married,$80K - $120K,Blue,20,3,3,3,8260.0,2077,6183.0,1.167,2323,47,0.621,0.251
711224733,1,32,0,0,High School,Married,$120K +,Blue,27,3,3,4,22382.0,0,22382.0,0.418,695,10,0.25,0.0
718360083,0,39,0,4,Uneducated,Married,$120K +,Blue,36,6,3,2,25790.0,1798,23992.0,0.973,2443,70,0.556,0.07
708459633,0,38,0,2,High School,Married,$60K - $80K,Blue,26,4,1,3,5815.0,1698,4117.0,0.896,1604,42,0.448,0.292
713790708,0,38,0,3,Uneducated,Married,$60K - $80K,Blue,36,5,2,3,3421.0,2308,1113.0,2.037,2269,39,1.053,0.675
819409608,0,39,1,2,Graduate,Married,Less than $40K,Blue,34,4,3,4,2594.0,0,2594.0,0.526,1457,43,0.387,0.0
717585858,0,35,1,4,High School,Single,Unknown,Blue,24,5,2,4,16915.0,1679,15236.0,0.834,2795,55,0.833,0.099
714474483,0,35,1,1,Graduate,Married,$40K - $60K,Blue,29,4,2,2,2523.0,1877,646.0,1.631,2005,50,1.174,0.744
711065133,0,26,0,1,High School,Single,$40K - $60K,Blue,13,6,2,4,1473.0,0,1473.0,0.813,2099,39,0.857,0.0
713769258,0,36,0,3,College,Married,$120K +,Blue,26,3,2,3,17116.0,939,16177.0,1.575,2547,45,0.731,0.055
712288158,0,37,0,2,College,Married,$80K - $120K,Blue,17,5,3,2,4631.0,1991,2640.0,1.669,2864,37,0.947,0.43
714130233,0,39,0,2,Unknown,Married,$60K - $80K,Blue,19,3,3,2,3047.0,2150,897.0,0.882,1602,37,1.312,0.706
709363383,0,34,0,2,High School,Single,Unknown,Blue,36,3,4,2,22886.0,836,22050.0,0.889,2652,61,0.743,0.037
789760233,0,29,0,0,Unknown,Divorced,$80K - $120K,Blue,14,6,3,3,3544.0,0,3544.0,0.718,2435,63,1.032,0.0
712058958,0,28,0,0,High School,Single,Less than $40K,Blue,19,3,3,4,3480.0,0,3480.0,0.731,2744,75,0.829,0.0
817686633,0,26,1,1,College,Single,Less than $40K,Blue,15,5,2,4,1438.3,737,701.3,0.806,2856,39,0.5,0.512
716210283,0,36,1,1,High School,Married,Unknown,Blue,36,6,3,4,8500.0,2517,5983.0,0.445,1618,37,1.312,0.296
717267108,0,37,0,1,College,Single,$60K - $80K,Blue,26,6,3,2,15755.0,1410,14345.0,0.839,2061,61,0.649,0.089
711636558,0,33,0,3,Graduate,Married,$80K - $120K,Blue,36,5,3,4,2711.0,2073,638.0,0.711,1567,42,0.75,0.765
717504258,0,38,0,2,College,Married,$40K - $60K,Blue,25,4,1,4,3735.0,1199,2536.0,0.886,1573,35,0.75,0.321
718242333,0,36,0,4,Graduate,Single,$80K - $120K,Blue,36,5,3,2,10216.0,1822,8394.0,0.778,2568,69,0.683,0.178
708892833,1,37,0,2,Graduate,Married,$120K +,Blue,30,2,4,4,13662.0,0,13662.0,0.153,725,22,0.0,0.0
779465358,0,26,1,0,High School,Single,Unknown,Blue,13,4,3,3,3038.0,1460,1578.0,0.98,2243,38,0.462,0.481
710934033,0,26,0,0,High School,Single,Less than $40K,Blue,13,6,1,4,1775.0,1162,613.0,0.93,2169,43,0.536,0.655
716569983,0,33,0,2,College,Married,$80K - $120K,Blue,36,3,1,2,2355.0,1773,582.0,0.774,1765,27,0.929,0.753
716620458,0,32,0,1,High School,Single,Less than $40K,Blue,23,3,2,3,4500.0,0,4500.0,0.626,2439,63,0.703,0.0
710633808,0,26,0,0,Graduate,Single,$60K - $80K,Blue,13,3,3,3,7102.0,0,7102.0,0.537,2411,41,0.281,0.0
719318583,1,37,0,3,High School,Married,Less than $40K,Blue,26,3,3,4,6866.0,2389,4477.0,0.395,862,13,0.182,0.348
817142433,0,35,0,3,Graduate,Married,$80K - $120K,Blue,20,5,3,4,8082.0,2307,5775.0,0.637,1725,29,1.071,0.285
710273658,0,36,0,2,Graduate,Married,$60K - $80K,Blue,17,5,2,3,3092.0,1825,1267.0,1.46,2883,61,0.488,0.59
719452308,0,30,1,0,Graduate,Married,Less than $40K,Blue,23,5,2,3,2498.0,1632,866.0,0.712,2048,35,1.188,0.653
801726933,0,34,0,2,Graduate,Married,$120K +,Blue,28,4,3,3,13384.0,1853,11531.0,0.807,1899,33,0.833,0.138
708438033,0,36,1,2,Unknown,Married,Less than $40K,Blue,27,3,3,4,3049.0,2198,851.0,1.546,2617,48,1.0,0.721
770764908,0,39,0,2,Unknown,Married,$60K - $80K,Blue,25,5,2,3,3071.0,2517,554.0,0.583,1765,36,0.565,0.82
814776033,0,34,0,2,Graduate,Single,$80K - $120K,Blue,29,3,1,3,13395.0,1678,11717.0,1.006,2650,69,0.865,0.125
715168008,0,36,0,3,Graduate,Divorced,$40K - $60K,Blue,28,4,2,3,8995.0,1547,7448.0,0.923,2398,61,0.794,0.172
720802833,0,26,1,1,High School,Single,Less than $40K,Blue,13,3,2,3,2404.0,1198,1206.0,0.501,2692,63,0.5,0.498
709974108,0,35,1,1,Graduate,Single,Less than $40K,Blue,23,4,3,3,2640.0,1051,1589.0,0.833,3116,80,0.6,0.398
757024233,0,34,0,2,Graduate,Single,$120K +,Blue,27,3,1,4,31313.0,2152,29161.0,0.679,2555,62,0.676,0.069
768928833,0,37,0,2,High School,Married,$80K - $120K,Blue,31,3,2,4,7304.0,0,7304.0,1.144,2717,63,0.703,0.0
812441358,0,26,0,1,College,Divorced,$40K - $60K,Blue,21,3,3,2,1438.3,0,1438.3,0.745,2660,89,0.712,0.0
715749858,0,30,0,1,Unknown,Married,$40K - $60K,Blue,18,5,1,3,4726.0,1380,3346.0,0.622,1723,31,0.55,0.292
710951808,0,32,0,1,Unknown,Married,Less than $40K,Blue,36,5,3,3,6100.0,1520,4580.0,0.853,1668,32,0.882,0.249
719243808,0,33,1,1,Graduate,Married,Less than $40K,Blue,20,3,2,4,3792.0,1625,2167.0,0.618,1888,39,0.625,0.429
711346383,0,33,0,1,High School,Single,$80K - $120K,Blue,28,4,3,3,34516.0,0,34516.0,0.636,2804,70,0.842,0.0
711199008,0,38,0,2,Unknown,Married,$40K - $60K,Blue,31,3,2,2,2919.0,2192,727.0,1.073,2399,57,0.966,0.751
709858533,0,29,0,2,Graduate,Divorced,Less than $40K,Blue,20,4,1,2,2462.0,2021,441.0,0.966,2320,57,0.676,0.821
717105258,0,37,1,1,Graduate,Married,Less than $40K,Blue,36,3,3,3,3992.0,1289,2703.0,1.008,2181,32,0.6,0.323
715822008,0,32,0,1,High School,Married,Less than $40K,Blue,14,4,2,2,3568.0,2175,1393.0,1.368,1913,35,0.667,0.61
714971583,0,36,0,2,Graduate,Single,$60K - $80K,Blue,27,3,3,2,7776.0,831,6945.0,1.007,3063,87,0.891,0.107
812809083,0,37,1,3,Unknown,Single,Unknown,Blue,32,3,4,4,19636.0,1566,18070.0,0.649,2595,58,0.611,0.08
789297558,0,36,0,1,Uneducated,Single,$120K +,Blue,25,6,3,2,7049.0,1932,5117.0,0.804,2602,51,0.545,0.274
710375283,0,26,1,0,Uneducated,Single,$40K - $60K,Blue,18,4,3,2,2033.0,1471,562.0,0.672,2236,55,0.41,0.724
712189233,0,38,1,1,Graduate,Married,$40K - $60K,Blue,20,5,1,3,5153.0,2517,2636.0,1.488,3095,63,0.969,0.488
713767383,0,32,1,0,High School,Married,$40K - $60K,Blue,22,4,2,2,2062.0,1665,397.0,1.276,2397,41,0.64,0.807
797414733,0,37,1,3,Graduate,Single,Less than $40K,Blue,31,3,3,4,2005.0,1517,488.0,0.729,2439,61,0.848,0.757
712452033,0,26,0,1,Unknown,Single,Less than $40K,Blue,13,6,2,3,2479.0,828,1651.0,0.44,2225,44,0.294,0.334
720440583,0,35,0,2,Unknown,Married,$80K - $120K,Blue,36,6,2,2,2263.0,1188,1075.0,0.84,1927,47,0.382,0.525
819966033,0,32,0,0,Graduate,Single,Unknown,Blue,27,6,3,3,9238.0,0,9238.0,0.809,2522,68,0.478,0.0
793355508,0,32,0,0,Graduate,Single,Less than $40K,Blue,26,6,3,3,6942.0,0,6942.0,0.544,2657,71,0.69,0.0
719826333,0,34,1,2,Doctorate,Single,Less than $40K,Blue,13,5,1,2,1438.3,0,1438.3,0.946,2557,67,0.763,0.0
789309558,0,31,0,2,College,Married,Less than $40K,Blue,21,6,2,4,2718.0,1920,798.0,1.604,2570,49,1.042,0.706
803587533,0,33,0,1,Uneducated,Single,$60K - $80K,Blue,28,6,3,4,2618.0,1812,806.0,0.706,3319,86,0.911,0.692
789777408,1,26,1,0,Post-Graduate,Single,Less than $40K,Blue,15,3,2,3,1442.0,1428,14.0,0.496,1134,26,0.238,0.99
716811483,0,30,1,2,Uneducated,Married,Less than $40K,Blue,24,4,2,1,2063.0,0,2063.0,0.553,1859,43,0.536,0.0
720532908,0,36,1,2,Unknown,Divorced,$40K - $60K,Blue,20,4,3,2,9735.0,1245,8490.0,1.079,2967,80,0.739,0.128
718577958,1,39,0,2,Uneducated,Married,$120K +,Blue,26,2,3,4,8906.0,0,8906.0,0.315,809,15,0.25,0.0
789167658,0,34,0,3,College,Married,$60K - $80K,Blue,23,5,3,2,4245.0,1815,2430.0,0.846,1534,34,0.545,0.428
717730533,0,32,0,0,Graduate,Single,$40K - $60K,Blue,21,6,1,3,1614.0,925,689.0,0.598,2659,63,0.75,0.573
708668283,0,39,0,2,Graduate,Married,$80K - $120K,Blue,22,5,4,2,5140.0,2517,2623.0,0.876,1842,36,0.714,0.49
804867183,0,37,0,3,Unknown,Married,$60K - $80K,Blue,30,6,2,4,16043.0,0,16043.0,1.509,2599,47,1.136,0.0
826068183,0,36,0,1,Graduate,Married,$80K - $120K,Blue,32,4,4,3,15488.0,1463,14025.0,1.28,2916,50,0.724,0.094
820044333,0,39,0,3,College,Divorced,$40K - $60K,Blue,34,3,3,2,2503.0,2185,318.0,0.5,4157,58,0.758,0.873
714211533,0,31,0,0,Graduate,Divorced,Less than $40K,Blue,36,4,3,2,3312.0,2491,821.0,0.62,2670,50,0.667,0.752
710287533,0,31,0,2,Graduate,Single,$40K - $60K,Blue,36,3,2,4,6269.0,1169,5100.0,0.743,2221,57,0.727,0.186
720603558,0,36,0,4,Graduate,Single,$60K - $80K,Blue,36,3,2,1,20337.0,1605,18732.0,0.805,2460,74,1.312,0.079
717664008,1,37,0,3,College,Married,$60K - $80K,Blue,19,2,3,4,3100.0,2517,583.0,0.35,694,12,0.2,0.812
717437058,0,38,0,2,Unknown,Divorced,$60K - $80K,Silver,26,4,2,0,26437.0,681,25756.0,1.021,2167,57,0.727,0.026
717327783,0,39,0,2,Graduate,Married,$80K - $120K,Blue,27,4,2,2,9959.0,1476,8483.0,0.952,2760,44,1.0,0.148
712887633,0,39,0,1,Unknown,Single,$80K - $120K,Blue,36,5,3,3,25008.0,876,24132.0,0.859,1753,43,1.048,0.035
716129208,0,37,0,3,Graduate,Married,$40K - $60K,Blue,36,3,3,3,2031.0,0,2031.0,0.752,1678,36,0.8,0.0
719686458,0,37,0,3,Graduate,Married,$40K - $60K,Blue,36,6,4,1,3908.0,1629,2279.0,0.775,1903,30,0.5,0.417
718244958,0,36,1,2,Graduate,Married,Unknown,Blue,26,5,2,2,8621.0,1251,7370.0,0.696,1989,37,0.48,0.145
821296083,0,34,1,1,College,Married,Less than $40K,Blue,30,3,3,3,2617.0,1010,1607.0,0.659,2003,47,0.679,0.386
711562833,1,35,0,4,Graduate,Married,$80K - $120K,Blue,24,6,3,4,12634.0,0,12634.0,0.323,717,18,0.286,0.0
716447733,0,32,0,3,Graduate,Married,$40K - $60K,Blue,18,5,3,3,6407.0,963,5444.0,1.052,1921,43,0.72,0.15
719591283,0,38,0,2,Uneducated,Married,Less than $40K,Blue,27,6,2,4,1438.3,0,1438.3,0.945,2412,58,0.657,0.0
789911808,0,37,0,3,Uneducated,Married,$80K - $120K,Blue,28,6,2,2,2672.0,1259,1413.0,1.375,2487,52,0.625,0.471
713195808,0,37,1,3,High School,Married,Unknown,Blue,36,6,3,4,11948.0,1281,10667.0,1.159,2792,51,0.889,0.107
711403383,0,33,1,3,College,Single,Less than $40K,Blue,23,6,4,1,2562.0,1968,594.0,0.546,2256,70,0.591,0.768
720181758,1,37,0,0,Doctorate,Married,$120K +,Blue,22,3,3,4,8654.0,0,8654.0,0.446,850,18,0.385,0.0
710632683,0,31,0,1,Uneducated,Married,$40K - $60K,Blue,24,5,2,3,1438.3,0,1438.3,0.665,2308,49,0.4,0.0
771183933,0,39,0,1,Uneducated,Married,$80K - $120K,Blue,26,6,2,3,16040.0,1220,14820.0,0.862,1923,49,0.4,0.076
711327558,0,38,0,2,High School,Married,$40K - $60K,Blue,36,3,3,1,2801.0,1980,821.0,0.882,1600,45,0.406,0.707
714278958,0,39,1,2,High School,Married,Unknown,Blue,27,6,1,3,9347.0,1988,7359.0,1.173,2201,46,1.091,0.213
711817158,0,30,0,2,College,Divorced,$40K - $60K,Blue,22,3,3,4,3143.0,1075,2068.0,0.643,2510,57,0.629,0.342
710109633,0,39,0,2,College,Married,$60K - $80K,Blue,31,6,3,2,9871.0,1061,8810.0,0.545,1683,34,0.478,0.107
716399583,0,34,0,1,Uneducated,Married,$120K +,Blue,36,6,2,1,19630.0,1251,18379.0,1.399,2286,39,0.696,0.064
780662133,0,39,0,2,Uneducated,Married,$60K - $80K,Blue,28,6,3,5,3257.0,2517,740.0,0.539,1534,35,0.591,0.773
715389708,0,36,1,3,Graduate,Married,Less than $40K,Blue,28,4,3,2,4824.0,2517,2307.0,0.838,1516,32,0.391,0.522
789607983,0,38,0,3,High School,Married,$40K - $60K,Blue,32,6,6,2,8603.0,1046,7557.0,0.826,1758,40,0.739,0.122
815104608,0,28,1,0,Graduate,Divorced,Less than $40K,Blue,23,5,1,3,3818.0,584,3234.0,0.7,2947,87,0.706,0.153
719660658,0,37,1,1,High School,Single,Unknown,Blue,36,6,2,2,16594.0,1931,14663.0,0.702,2134,47,0.808,0.116
712204308,0,33,0,0,Unknown,Single,$40K - $60K,Blue,36,6,1,1,10023.0,504,9519.0,0.942,2878,65,0.625,0.05
718468158,0,38,0,1,Uneducated,Married,$60K - $80K,Blue,25,6,2,3,9303.0,1599,7704.0,1.408,2261,37,0.542,0.172
711575058,0,36,0,3,Unknown,Married,$60K - $80K,Blue,36,4,2,2,2956.0,2411,545.0,0.971,1896,31,0.824,0.816
735417408,0,37,0,2,High School,Married,$60K - $80K,Blue,30,4,1,2,2218.0,1266,952.0,0.709,1941,58,0.568,0.571
717171408,0,36,0,1,Unknown,Married,$80K - $120K,Blue,26,6,2,1,9959.0,0,9959.0,0.57,2021,41,0.783,0.0
720050208,0,27,1,1,High School,Single,Less than $40K,Blue,19,4,1,3,4255.0,1748,2507.0,0.516,2236,57,0.541,0.411
793952133,0,32,1,0,High School,Married,Less than $40K,Blue,26,6,2,3,2778.0,2312,466.0,0.727,1680,33,1.062,0.832
718843608,0,36,1,2,Post-Graduate,Divorced,Less than $40K,Blue,25,5,2,4,8917.0,1091,7826.0,1.152,3327,80,0.86,0.122
752085108,0,39,1,2,Graduate,Married,$40K - $60K,Blue,29,3,5,2,4955.0,1157,3798.0,0.896,1824,38,0.727,0.234
789435783,0,39,1,1,Graduate,Married,$40K - $60K,Blue,30,6,1,2,2909.0,1274,1635.0,0.593,1532,26,0.3,0.438
711032058,0,34,0,3,High School,Single,$80K - $120K,Silver,21,6,4,3,34516.0,2517,31999.0,0.791,2901,75,0.923,0.073
716900433,0,36,0,2,Graduate,Married,$60K - $80K,Blue,28,6,2,2,2540.0,1402,1138.0,1.127,2384,61,0.794,0.552
720909408,0,37,0,2,High School,Divorced,$120K +,Blue,24,4,2,2,3497.0,1665,1832.0,0.627,2337,61,0.564,0.476
712187808,0,27,0,0,Uneducated,Married,$40K - $60K,Blue,15,4,3,4,3682.0,0,3682.0,0.685,1826,35,0.75,0.0
714892533,0,26,0,0,Unknown,Single,Unknown,Blue,16,5,3,2,3877.0,0,3877.0,0.773,2473,33,0.833,0.0
719293533,0,30,0,1,College,Single,Unknown,Blue,13,3,3,3,21590.0,2517,19073.0,0.813,2567,70,0.795,0.117
