Total_Relationship_Count,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,L-3,Attrition_Flag
5,0,2280,49,0.4,0.15502822215971754,0
3,981,1114,33,0.65,-0.6196806434257038,0
6,1211,1797,44,1.2,0.6419559530747265,0
4,1719,1776,44,0.571,-0.6457681621978589,0
6,2207,1194,30,0.765,0.2225955266421156,0
5,1631,1921,37,0.85,-0.03338070270012446,0
5,1887,3228,67,0.763,0.24549131061980173,0
5,950,2623,74,1.114,-0.5607815534629422,0
5,1401,2425,54,0.8,0.09612913219695608,0
5,1111,1388,35,0.667,-0.12270150115919419,0
3,0,1697,40,1.105,-0.1926685191544957,0
5,1424,1375,30,0.364,0.24230403064113037,0
5,1180,2013,41,0.367,-0.1322491041385303,0
3,1604,1995,53,0.262,0.18188461562516497,0
3,1646,1466,41,1.278,0.7324190415348107,0
6,1697,2494,58,0.706,-0.53786575431345,0
5,0,1501,35,0.667,-0.1926685191544957,0
4,1865,2077,47,0.679,0.32411891975338425,0
6,1348,1002,21,1.333,0.07004161342480088,0
5,0,1879,34,0.7,0.7119229710700281,0
6,2080,3567,73,0.622,0.2225955266421156,0
4,2310,1599,47,0.808,-0.21558431830398803,0
5,799,1989,33,0.571,-0.12270150115919419,0
3,1236,1802,34,0.478,-0.53786575431345,0
3,1385,2440,48,0.846,-0.1322491041385303,0
4,1175,1505,31,0.824,0.6648717522242188,0
6,869,2171,45,0.875,-0.53786575431345,0
6,2517,1292,37,0.762,0.1673817528353499,0
6,2169,1422,30,0.579,-0.1926685191544957,0
6,0,1673,44,0.257,-0.1926685191544957,0
4,2324,2482,57,0.727,0.15502822215971754,0
3,1889,1659,39,1.167,-0.6801000584416693,0
3,695,1544,44,0.517,0.32411891975338425,1
3,0,1345,34,0.619,0.12863667618515656,0
3,2220,2901,59,1.36,-0.05043421502627648,0
5,2381,3396,64,0.778,0.702375368090692,0
3,0,2611,64,0.455,0.1843678655959668,0
5,2409,2305,33,0.941,-0.6026271310995518,0
5,1521,2155,61,0.605,0.702375368090692,0
6,1547,1535,38,0.267,0.26299547472954926,0
5,0,2526,54,0.588,0.10572087703566428,0
3,1999,1766,45,0.667,0.07321333304746377,0
6,1474,2346,51,1.04,0.702375368090692,0
3,1400,1651,32,1.0,-0.13542082376119324,0
3,1397,2491,64,1.0,0.702375368090692,0
5,1658,2935,65,0.711,-0.6219049984867773,0
6,1101,1872,34,1.125,-0.6801000584416693,0
2,0,1424,38,0.583,-0.21558431830398803,1
3,1357,1861,51,0.7,-0.1322491041385303,0
4,1022,1524,42,0.615,-0.13542082376119324,0
3,1435,1920,34,0.619,-0.6228523630483667,0
4,1798,1468,34,0.619,-0.6219049984867773,0
3,2517,1903,40,0.538,-0.1926685191544957,0
3,2517,2471,60,0.875,0.21938823149163805,0
4,1018,2350,55,0.774,-0.11155766005011143,0
6,2517,3002,58,0.812,0.7221194476175214,0
5,1815,1210,25,1.273,-0.1322491041385303,0
5,1233,1289,36,0.5,0.09390477713588265,0
5,948,2781,59,0.844,0.7119229710700281,0
4,1800,4605,86,0.623,0.017113074284315383,0
2,0,1096,29,0.526,-0.10564798883304216,1
5,1278,2493,44,0.913,-0.13542082376119324,0
3,0,2144,41,0.577,-0.53786575431345,0
4,1597,1294,26,0.529,0.8746533456630301,0
4,1792,1914,46,0.769,-0.05043421502627648,0
5,0,1395,37,0.609,0.7348387702195204,0
5,1589,2073,47,0.516,0.08036122251389642,0
4,2076,1433,38,1.0,-0.1322491041385303,0
3,1540,2574,72,0.756,0.2263549526616101,0
5,2457,1392,33,0.737,0.7221194476175214,0
4,1173,1352,37,0.37,0.7252911672401843,0
4,2044,1924,48,0.92,-0.15516490328802263,0
5,791,2742,42,2.0,0.14135599878715557,0
5,2281,1296,31,0.348,0.12273024750244424,0
5,0,1780,44,0.76,0.198938127951317,0
4,798,2229,45,1.045,0.057445423364404107,0
4,856,1425,33,0.65,-0.11155766005011143,0
5,1327,2523,71,0.775,-0.15516490328802263,0
6,0,1897,39,0.393,0.11682057628537496,0
6,1195,2255,48,0.5,-0.6425964425751961,0
3,636,1568,51,0.5,-0.5607815534629422,0
6,1391,2116,63,0.575,-0.05043421502627648,0
3,0,1015,36,0.44,-0.6101330404463677,1
1,507,1133,28,0.4,-0.11155766005011143,1
3,1536,1371,38,0.407,0.7252911672401843,0
5,789,2337,69,0.605,-0.06787353445060135,0
5,0,1546,41,0.577,0.6717444017438481,0
5,2018,1682,39,0.95,-0.5309931047938207,0
4,2415,1419,36,0.8,0.26299547472954926,0
6,787,2139,70,0.556,-0.6196806434257038,0
3,0,2492,55,0.897,-0.1926685191544957,0
5,1766,3045,56,0.697,0.2225955266421156,0
3,1568,2406,65,0.857,-0.531441910026693,0
4,1695,1833,27,0.588,0.7841902572029459,0
1,666,1483,36,0.5,-0.15516490328802263,1
6,890,1698,43,0.483,0.08036122251389642,1
5,2013,1935,47,1.474,0.10567673517629221,0
6,1049,1514,51,0.645,0.16050470188488503,0
4,2057,2905,63,0.969,-0.1322491041385303,0
4,2517,1638,41,0.519,0.15502822215971754,0
6,786,1640,37,0.762,-0.6630465461155173,0
6,1491,2456,55,0.571,0.08036122251389642,0
6,1177,2601,52,0.733,0.13760891790719884,0
5,1146,2279,33,1.357,-0.05043421502627648,0
6,1421,2043,52,0.793,-0.1322491041385303,0
5,0,2312,61,0.649,-0.07335001417576878,0
5,1784,2056,49,0.633,-0.6801000584416693,0
6,0,1693,37,1.056,0.26299547472954926,0
4,2441,2668,51,0.545,-0.6196806434257038,0
4,1267,1732,35,1.059,-0.6196806434257038,0
4,2048,1916,58,0.526,-0.13542082376119324,0
3,1356,1531,48,0.655,0.16955335222239032,0
3,1590,2413,41,0.708,-0.6101330404463677,0
4,1864,1523,35,0.667,0.13180839580781947,0
5,1434,2909,64,0.488,0.11318264452310811,0
5,1580,1642,36,0.636,0.08036122251389642,0
5,1365,1834,43,1.263,0.8746533456630301,0
4,2029,1874,38,0.52,-0.6196806434257038,0
3,985,1452,37,0.276,-0.598989199337285,0
3,1274,1355,34,0.619,-0.12270150115919419,0
4,1876,2625,45,0.364,0.0827609360267999,0
6,0,2047,41,0.864,-0.055154211848602315,0
3,1060,1712,37,0.609,-0.1322491041385303,0
6,2517,1969,46,1.3,0.7230668121791108,0
3,1390,1720,42,0.556,0.19967972749262328,0
3,723,1954,43,0.344,0.07321333304746377,0
4,0,1644,45,0.731,0.8071060563524382,0
3,1702,1478,33,0.5,-0.598989199337285,0
3,0,1739,35,0.842,-0.6228523630483667,0
6,0,2290,62,0.632,-0.21558431830398803,0
3,829,2147,41,0.519,-0.05043421502627648,0
5,2517,1339,29,0.381,-0.7030158575911616,0
4,1789,1825,31,0.348,-0.12512122984390384,0
6,1232,1676,41,0.783,0.07004161342480088,0
6,1553,2503,40,0.667,-0.1926685191544957,0
3,1291,1946,37,0.542,0.13760891790719884,0
4,1851,1839,33,0.833,-0.6228523630483667,0
5,606,2192,58,0.657,0.0484731816423618,0
3,1504,2747,42,0.448,0.07138898079185411,0
5,1452,2685,71,0.511,-0.6357237930555668,0
6,0,2595,56,0.333,0.22893583447097415,0
4,1223,1657,38,0.52,-0.6801000584416693,0
4,625,3151,67,0.595,-0.5607815534629422,0
4,2016,1440,37,0.423,0.09295741257429319,0
4,1860,1273,33,0.375,0.09295741257429319,0
4,1144,1804,38,0.583,0.7252911672401843,0
3,2149,1200,28,0.647,-0.15516490328802263,0
5,0,2469,67,0.811,0.15896881647567265,0
6,1826,1715,35,1.188,0.03570971718099067,0
6,1381,1486,32,0.143,0.10572087703566428,0
4,0,1885,55,0.528,-0.05043421502627648,0
4,1431,2390,62,0.722,-0.13542082376119324,0
6,2498,2153,58,0.568,-0.53786575431345,0
4,514,2461,68,0.838,-0.14561730030868653,0
4,1272,1569,39,1.053,0.1636764215075479,0
4,1384,1662,32,0.391,-0.6196806434257038,0
6,1917,1901,33,0.833,-0.14561730030868653,0
5,1033,2498,60,1.0,-0.07335001417576878,0
5,891,1900,28,0.556,-0.12512122984390384,0
4,1880,1859,33,0.571,-0.6801000584416693,0
5,1551,1327,30,0.304,0.26299547472954926,0
5,847,1397,43,0.483,0.8071060563524382,0
5,1929,1773,42,0.556,-0.1322491041385303,0
4,2266,1388,27,0.929,0.09295741257429319,0
6,2396,2069,54,0.742,0.09612913219695608,0
6,1744,1471,37,0.542,0.11001092490044521,0
3,1063,2902,64,0.641,0.26299547472954926,0
6,2077,1017,25,0.562,-0.05043421502627648,0
2,1956,1740,43,0.536,0.13760891790719884,0
6,1843,2614,79,0.646,0.21938823149163805,0
4,1217,2135,48,0.846,0.7348387702195204,0
6,957,2099,34,0.417,-0.7030158575911616,0
4,1595,1914,45,0.5,-0.06470181482793841,0
4,2435,1670,30,0.765,0.09612913219695608,0
5,1928,1233,35,0.4,0.08036122251389642,0
6,0,1309,38,0.462,0.20832792684045365,1
5,1898,3014,58,0.706,-0.6801000584416693,0
6,1769,3306,71,0.972,0.0827609360267999,0
6,1867,1219,35,1.333,0.24230403064113037,0
4,1875,1897,50,1.083,-0.1926685191544957,0
5,2076,1841,46,0.533,-0.13542082376119324,0
3,1314,1772,53,0.559,-0.598989199337285,0
6,495,2546,40,0.333,-0.15516490328802263,0
5,0,1793,44,0.833,0.240079675580057,0
4,694,1499,31,0.938,-0.6228523630483667,0
6,0,1645,30,0.667,-0.1322491041385303,0
5,1655,2073,60,0.333,-0.598989199337285,0
4,1586,1729,35,0.75,0.01279391803149835,0
4,1278,2423,74,0.609,0.6419559530747265,0
4,564,1322,38,0.652,0.7910629067225752,0
5,2252,1819,24,0.846,-0.6801000584416693,0
6,1812,1634,44,0.76,0.301203120603892,0
3,1540,2094,47,0.958,-0.1322491041385303,0
1,932,1554,43,0.344,0.19967972749262328,1
6,2517,1220,30,0.765,0.26299547472954926,0
6,0,3530,68,0.659,-0.12854817424156398,0
4,1118,1581,30,1.0,0.7252911672401843,0
3,1530,1629,43,0.344,-0.1322491041385303,0
5,792,2154,61,0.525,-0.63304883959586,0
5,1986,2449,27,0.038,-0.15516490328802263,1
5,2151,1312,29,0.526,-0.13542082376119324,0
5,688,3382,58,1.071,0.15896881647567265,0
3,1965,1925,42,0.448,-0.598989199337285,0
3,1397,2837,74,0.609,-0.15516490328802263,0
3,1009,1744,35,0.944,0.2136232849200733,0
6,0,3174,74,1.114,-0.15833662291068556,0
3,2517,992,21,0.4,0.15502822215971754,1
6,1528,1291,24,0.6,0.32411891975338425,0
4,922,1518,39,0.625,-0.21558431830398803,0
4,1240,2272,46,0.438,0.0827609360267999,0
6,0,2825,60,0.818,0.07321333304746377,0
3,1324,1587,38,0.52,-0.1926685191544957,0
3,2018,2235,57,0.357,0.11682057628537496,0
6,1659,2275,58,0.871,-0.6801000584416693,0
5,2504,1818,51,1.04,-0.6219049984867773,0
6,892,2733,71,0.919,-0.15833662291068556,0
5,2517,2442,62,0.632,-0.6101330404463677,0
5,1955,2617,54,0.8,-0.15516490328802263,0
3,1206,1844,49,0.75,0.07138898079185411,0
6,0,2047,33,0.179,0.22893583447097415,1
5,1201,1842,50,0.852,0.6648717522242188,0
5,1164,2028,39,1.053,0.14078063752986178,0
6,1083,3095,62,0.59,0.21938823149163805,0
6,1337,1685,44,0.375,0.32411891975338425,0
4,1710,1502,31,0.824,0.1619008716793468,0
6,2517,1541,37,0.609,0.17794402130920986,0
4,2517,1677,45,0.5,-0.1926685191544957,0
6,2097,2048,59,0.639,-0.11155766005011143,0
6,2517,2072,33,0.833,0.7252911672401843,0
2,2460,1406,28,0.077,-0.15516490328802263,1
4,707,1386,30,0.5,0.6648717522242188,0
5,0,2249,61,0.564,-0.15516490328802263,0
3,0,1670,33,0.65,0.09612913219695608,0
3,2083,1561,40,0.538,0.11682057628537496,0
6,1002,2579,68,0.7,-0.12854817424156398,0
3,2032,1642,39,0.625,-0.6801000584416693,0
4,821,2156,46,0.586,-0.6101330404463677,0
6,1772,2004,44,0.419,0.6648717522242188,0
4,1603,1575,41,0.519,-0.05043421502627648,0
4,1873,2732,63,0.853,-0.6425964425751961,0
4,1421,2246,44,0.833,0.07321333304746377,0
4,1775,1602,40,0.667,0.21621651186897511,0
5,0,1597,31,0.722,0.24230403064113037,0
4,1562,3483,82,0.64,0.09612913219695608,0
5,1717,2334,61,0.848,-0.1322491041385303,0
3,2517,856,18,0.059,-0.1322491041385303,1
3,1402,1596,34,0.789,-0.1322491041385303,0
6,1726,1830,36,0.636,0.32411891975338425,0
6,2165,1369,37,0.542,0.1614720816182806,0
5,690,2603,56,0.806,-0.15833662291068556,0
3,997,1776,36,0.565,0.7841902572029459,0
2,1616,869,27,0.286,-0.5607815534629422,1
6,763,1390,44,0.76,-0.6801000584416693,0
3,1465,1757,48,0.548,-0.12270150115919419,0
5,0,3342,62,0.824,-0.07335001417576878,0
6,0,2457,58,0.933,-0.12512122984390384,0
5,2317,2274,61,1.033,-0.6801000584416693,0
4,1946,1448,36,1.0,0.7221194476175214,0
3,1999,1544,36,0.714,0.23913231101846744,0
5,0,1591,35,0.75,0.12863667618515656,0
5,0,3253,80,0.818,0.15896881647567265,0
6,1472,2467,54,0.8,-0.07335001417576878,0
6,0,1401,31,0.722,-0.6196806434257038,0
6,1628,2853,55,0.667,0.09612913219695608,0
3,816,2438,45,0.607,0.03570971718099067,0
5,2517,1655,41,0.577,-0.13542082376119324,0
4,511,797,14,0.273,-0.67322740892204,1
6,1632,2141,55,0.667,-0.1322491041385303,0
4,2375,2080,50,0.351,-0.12270150115919419,0
3,1817,2542,67,0.675,-0.21558431830398803,0
4,1655,1636,58,0.706,0.23913231101846744,0
5,1351,2319,61,0.743,-0.7030158575911616,0
3,0,982,22,0.692,-0.5607815534629422,1
4,1844,1880,58,0.758,-0.1322491041385303,0
4,2053,1325,29,0.381,-0.05043421502627648,0
4,2303,1370,25,0.786,-0.1926685191544957,0
5,950,1961,51,0.545,0.09295741257429319,0
4,1608,2501,55,0.528,0.21621651186897511,0
4,1904,2003,41,0.952,0.09612913219695608,0
5,0,1691,47,0.516,-0.1926685191544957,0
4,1819,1456,27,1.077,0.09612913219695608,0
4,0,2743,69,0.769,0.21938823149163805,0
2,0,837,18,1.0,-0.11155766005011143,1
6,1285,1877,33,1.2,-0.05043421502627648,0
3,1252,1843,44,0.63,-0.1756150068283437,0
4,943,1527,35,0.207,-0.6457681621978589,0
4,795,3951,68,0.619,-0.7030158575911616,0
3,1337,1591,38,0.727,-0.05043421502627648,0
5,1444,1326,44,0.419,-0.53786575431345,0
4,0,2914,70,0.591,0.09612913219695608,0
6,1475,2447,46,1.3,0.09295741257429319,0
4,1267,3078,58,0.611,0.8071060563524382,0
5,1468,1238,36,0.5,0.23913231101846744,0
6,1003,2454,46,0.586,-0.1322491041385303,0
5,2103,2413,48,1.087,0.21621651186897511,0
3,1530,2126,58,0.657,-0.598989199337285,0
3,1521,1782,48,0.333,0.15032824050919788,0
3,0,2041,32,0.684,-0.05043421502627648,0
4,1752,2050,46,0.917,0.22893583447097415,0
6,0,1229,27,0.35,-0.1322491041385303,0
5,1196,2180,33,0.941,0.301203120603892,0
3,907,2298,55,0.719,0.7187956205896574,0
3,2357,1333,34,0.545,-0.05043421502627648,0
3,915,2036,44,0.692,-0.05043421502627648,0
5,1668,2088,34,0.478,0.11786483838036947,0
3,1669,2024,53,1.12,0.3098513199517222,0
4,977,2405,49,0.885,-0.1926685191544957,0
4,637,2608,78,0.592,0.15502822215971754,0
4,1518,2866,53,0.893,-0.6228523630483667,0
5,1671,1406,37,0.423,-0.1322491041385303,0
3,926,563,15,0.364,0.23913231101846744,1
3,1140,1610,49,0.4,-0.12270150115919419,0
3,1671,1409,25,0.25,0.12863667618515656,0
4,1261,1485,38,0.462,-0.6057988507222146,0
5,0,2344,48,0.92,-0.6196806434257038,0
6,1015,2768,68,0.889,-0.21558431830398803,0
6,2517,1869,47,0.567,0.09612913219695608,0
5,1568,2873,73,0.659,-0.1514639733910563,0
5,1884,1734,39,0.625,-0.05043421502627648,0
5,844,2858,71,0.69,-0.15516490328802263,0
4,1582,1984,36,1.0,-0.7030158575911616,0
6,0,1537,41,1.05,-0.5553050737377747,0
6,2360,1263,35,0.591,-0.05043421502627648,0
4,0,2318,54,0.688,0.301203120603892,0
1,0,1112,26,0.368,0.22308916138860438,1
3,902,1438,35,0.591,-0.11519559181237828,0
5,1723,1292,34,0.889,-0.1322491041385303,0
6,1170,1924,50,0.667,0.09612913219695608,0
4,1305,2205,43,0.265,-0.1322491041385303,0
6,1640,1774,46,1.0,0.17794402130920986,0
5,1623,1413,31,0.722,0.11682057628537496,0
4,1053,3479,76,0.81,-0.03338070270012446,0
3,2375,1646,43,0.536,-0.13542082376119324,0
5,2289,1683,50,0.471,0.7841902572029459,0
4,1874,1420,32,0.455,-0.05043421502627648,0
6,674,2451,55,1.292,0.11786483838036947,0
4,2517,2066,51,0.457,0.2136232849200733,0
4,0,2805,85,0.667,0.15502822215971754,0
3,2517,1088,26,1.167,-0.11155766005011143,1
4,2159,1931,35,0.75,0.18188461562516497,0
4,2379,1343,35,0.296,-0.13542082376119324,0
4,1904,1613,43,0.344,0.09612913219695608,0
3,2154,1402,35,0.667,0.14135599878715557,0
5,661,2534,51,0.962,0.0827609360267999,0
6,883,2199,48,1.0,-0.15833662291068556,0
6,1829,1562,44,0.913,0.03570971718099067,0
6,1346,1851,48,0.455,-0.1322491041385303,0
5,1813,1831,60,0.5,-0.53786575431345,0
3,1430,1570,31,0.722,0.09295741257429319,0
5,2033,1735,43,0.387,-0.13542082376119324,0
5,2162,2386,47,0.382,-0.6425964425751961,0
4,610,2790,68,0.581,-0.14561730030868653,0
3,0,3031,57,0.676,-0.15516490328802263,0
4,1246,1819,35,0.522,0.09612913219695608,0
6,1529,1972,38,0.52,-0.11155766005011143,0
6,0,2084,61,1.103,0.6419559530747265,0
4,618,1357,26,1.0,-0.13542082376119324,0
3,659,1193,26,0.3,0.03570971718099067,0
6,1986,2530,50,0.724,0.8071060563524382,0
1,0,1195,35,0.522,0.3066796003290593,1
5,0,2160,54,0.929,0.7348387702195204,0
5,0,2074,81,0.8,-0.6425964425751961,0
6,0,2213,62,0.771,-0.15516490328802263,0
4,0,2731,39,0.5,0.702375368090692,0
4,1191,2950,87,0.977,-0.15516490328802263,0
5,917,2572,35,0.591,0.7348387702195204,0
5,1699,2411,53,0.656,0.7252911672401843,0
6,2517,1409,49,0.75,0.08036122251389642,0
6,989,1987,47,0.808,-0.53786575431345,0
3,0,947,20,0.053,0.702375368090692,1
6,1639,3046,56,1.154,-0.5607815534629422,0
3,0,3013,78,0.696,0.01279391803149835,0
5,0,1679,39,0.5,0.8071060563524382,0
5,925,2342,51,1.318,-0.15833662291068556,0
3,1351,1359,36,0.565,-0.6801000584416693,0
5,0,2632,64,0.778,0.09612913219695608,0
5,1028,1430,28,1.333,0.09612913219695608,0
6,1262,1877,41,0.783,-0.1322491041385303,0
4,0,1731,40,0.739,0.7252911672401843,0
6,2219,1332,24,0.5,-0.6101330404463677,0
4,1599,2270,44,0.333,0.22893583447097415,0
6,0,1771,41,0.367,-0.6801000584416693,0
5,1396,3016,85,0.809,-0.15516490328802263,0
4,1932,969,29,1.071,-0.11155766005011143,0
3,1596,2070,44,0.467,0.7459826113286031,0
5,786,1395,39,0.345,-0.1322491041385303,0
3,909,2169,48,1.182,0.17794402130920986,0
4,1153,2574,65,0.625,0.6992036484680292,0
6,1442,1627,54,1.077,0.8071060563524382,0
4,1698,1592,32,1.0,0.8071060563524382,0
6,0,1601,34,1.125,0.7221194476175214,0
4,873,2560,72,0.674,0.080085982567093,0
6,0,4563,61,0.743,-0.63304883959586,0
3,643,1827,49,0.581,0.702375368090692,0
6,2147,2472,65,1.167,0.21621651186897511,0
3,0,1475,27,1.7,0.7252911672401843,0
5,1695,2349,61,0.968,-0.07335001417576878,0
5,827,2477,49,1.042,0.15896881647567265,0
5,0,2775,74,1.114,0.7928384565507762,0
3,691,1451,25,0.667,-0.6801000584416693,0
3,2517,1617,35,0.75,0.18188461562516497,0
6,1965,2949,70,1.0,-0.6483490440072229,0
3,1579,1585,43,0.72,0.32411891975338425,0
3,0,2679,45,0.8,-0.6196806434257038,0
4,1961,1779,47,0.808,0.702375368090692,0
3,1646,1523,30,0.579,-0.05043421502627648,0
6,1864,2758,50,0.852,0.7252911672401843,0
4,1553,1910,51,0.7,-0.7030158575911616,0
4,2517,2616,46,1.3,-0.15516490328802263,0
6,1885,1199,25,0.316,-0.53786575431345,0
3,1702,2565,53,0.71,-0.1322491041385303,0
1,812,1339,23,0.15,0.26299547472954926,1
5,1364,3676,67,0.558,0.07004161342480088,0
6,0,1910,38,1.0,-0.6801000584416693,0
4,2517,2279,56,0.6,-0.1926685191544957,0
5,1466,1354,25,0.316,-0.6196806434257038,0
6,1405,1999,48,0.655,0.7252911672401843,0
3,1699,1895,43,0.536,-0.6801000584416693,0
4,877,1570,56,0.333,0.11682057628537496,0
4,0,1258,33,0.435,-0.1322491041385303,0
5,1130,2475,52,0.926,0.15032824050919788,0
5,1180,1213,33,0.571,-0.13542082376119324,0
3,1560,1755,45,0.8,0.0484731816423618,0
6,1409,1692,38,0.652,-0.598989199337285,0
6,0,3313,72,0.756,-0.5521333541151119,0
6,1815,2820,62,0.879,0.7252911672401843,0
5,0,1813,31,0.409,0.2225955266421156,0
4,1425,2555,44,0.833,0.7221194476175214,0
4,0,2133,54,0.543,-0.05043421502627648,0
5,0,2566,74,0.762,0.19967972749262328,0
4,2167,2058,49,0.485,-0.1926685191544957,0
4,2360,2593,57,0.781,-0.1322491041385303,0
4,0,1886,48,0.5,-0.13542082376119324,0
3,1226,2568,59,0.735,-0.07335001417576878,0
3,1623,1870,51,0.275,-0.1322491041385303,0
5,0,911,25,0.19,0.14765328704949104,1
5,986,1896,33,0.833,0.7423446795663363,0
3,1407,1694,32,0.778,0.15502822215971754,0
6,1414,2780,57,0.727,-0.6425964425751961,0
3,1680,2234,35,0.667,0.03570971718099067,0
6,1177,3124,66,0.784,0.301203120603892,0
5,1982,2966,50,1.381,0.03570971718099067,0
3,0,1973,59,0.686,-0.15516490328802263,0
3,0,1720,40,0.379,-0.1756150068283437,0
1,2089,1137,26,0.238,0.6992036484680292,1
6,1942,1727,37,0.85,0.2396490389682676,0
6,1544,1999,34,0.789,-0.1926685191544957,0
3,0,1712,27,0.286,-0.06470181482793841,1
6,1190,1802,40,0.481,0.09612913219695608,0
6,0,2551,74,0.609,-0.06647736465613956,0
4,1394,1788,45,0.364,-0.1322491041385303,0
4,1642,1908,39,0.696,-0.6101330404463677,0
4,2390,1377,38,0.583,-0.13542082376119324,0
4,0,1843,28,0.647,0.08036122251389642,0
4,0,2563,64,0.641,0.15502822215971754,0
4,1412,1930,36,0.636,-0.11155766005011143,0
6,896,2460,52,0.857,0.03570971718099067,0
3,0,2054,55,0.774,-0.7030158575911616,1
4,0,2405,55,0.667,-0.15833662291068556,0
4,1308,3291,55,0.618,-0.6425964425751961,0
3,1507,1197,25,1.083,0.7252911672401843,0
3,560,1158,31,1.067,-0.13542082376119324,0
5,2517,1855,39,0.773,-0.1322491041385303,0
5,0,3133,72,1.0,-0.5521333541151119,0
6,1023,3305,80,0.778,0.0484731816423618,0
5,0,2970,76,0.689,-0.05043421502627648,0
6,1609,1335,23,1.3,-0.6196806434257038,0
5,601,1621,32,0.6,0.14078063752986178,0
3,1347,2546,55,0.719,0.12741244135970556,0
4,451,2192,36,0.44,0.702375368090692,0
3,1782,4686,64,0.561,0.240079675580057,0
4,2086,1836,37,0.762,-0.12270150115919419,0
6,1407,2030,58,0.706,0.11469311875770653,0
6,1897,3902,76,0.689,-0.53786575431345,0
3,1004,1353,30,0.111,0.09612913219695608,0
5,1909,1850,34,1.125,-0.1926685191544957,0
3,2379,1715,39,0.5,0.23913231101846744,0
1,0,1412,38,0.583,0.8746533456630301,1
4,1628,1325,29,1.231,0.8071060563524382,0
4,1466,2523,48,0.846,0.14078063752986178,0
3,2077,2323,47,0.621,-0.13542082376119324,0
3,858,1165,35,0.4,-0.15516490328802263,1
5,1901,1018,32,0.391,-0.6228523630483667,0
6,1082,1484,34,0.545,-0.13542082376119324,0
3,0,695,10,0.25,-0.598989199337285,1
6,1798,2443,70,0.556,0.7459826113286031,0
6,2517,1959,56,1.0,-0.1322491041385303,0
3,812,1771,47,0.516,0.1636764215075479,0
4,1698,1604,42,0.448,-0.6801000584416693,0
5,2189,1562,27,0.174,0.7252911672401843,0
5,2308,2269,39,1.053,0.6648717522242188,0
4,1704,1449,28,0.217,-0.6228523630483667,0
6,898,1665,44,0.375,0.24230403064113037,0
4,0,1457,43,0.387,-0.1322491041385303,0
5,1679,2795,55,0.833,-0.63304883959586,0
3,0,1041,27,0.35,0.3066796003290593,1
4,1877,2005,50,1.174,-0.05043421502627648,0
2,0,1225,34,0.478,-0.05043421502627648,1
6,0,2099,39,0.857,-0.5607815534629422,0
3,939,2547,45,0.731,0.26299547472954926,0
5,1991,2864,37,0.947,0.23913231101846744,0
3,2150,1602,37,1.312,0.03570971718099067,0
5,1664,3013,83,0.766,-0.5553050737377747,0
5,1375,1324,38,0.31,0.6648717522242188,0
4,0,1960,48,0.6,0.18188461562516497,0
3,836,2652,61,0.743,-0.63304883959586,0
6,0,2435,63,1.032,0.16050470188488503,0
3,0,2744,75,0.829,-0.6425964425751961,0
5,1880,1215,22,0.571,0.14078063752986178,0
5,737,2856,39,0.5,0.21938823149163805,0
6,1422,1260,34,0.889,0.7252911672401843,0
6,933,1804,32,0.6,-0.13447345919960374,0
4,1570,1339,30,0.364,-0.1322491041385303,0
3,2098,3093,66,0.784,0.12369322580500418,0
6,2517,1618,37,1.312,-0.6101330404463677,0
3,1859,1013,28,0.75,-0.13542082376119324,0
6,928,3328,69,0.683,-0.15516490328802263,0
6,1410,2061,61,0.649,0.15896881647567265,0
5,2073,1567,42,0.75,-0.13542082376119324,0
4,1199,1573,35,0.75,0.32411891975338425,0
5,1822,2568,69,0.683,-0.15833662291068556,0
6,1657,1804,41,0.864,-0.12270150115919419,0
2,0,725,22,0.0,-0.11155766005011143,1
4,1460,2243,38,0.462,-0.63304883959586,0
5,659,1236,36,1.0,-0.7030158575911616,0
6,1162,2169,43,0.536,-0.6425964425751961,0
6,1054,1488,26,0.368,-0.07335001417576878,0
3,1773,1765,27,0.929,0.23913231101846744,0
5,1332,1476,30,0.579,-0.53786575431345,0
5,1207,1275,31,0.476,-0.1926685191544957,0
5,1640,1872,51,0.5,0.6992036484680292,0
3,0,2439,63,0.703,-0.6425964425751961,0
3,1173,1453,27,0.35,-0.6196806434257038,0
3,0,2411,41,0.281,-0.21558431830398803,0
3,2389,862,13,0.182,-0.6196806434257038,1
3,1540,1306,32,0.28,0.12863667618515656,0
4,1335,1593,46,0.484,-0.6101330404463677,0
6,0,1837,37,0.682,-0.13542082376119324,0
5,852,1909,52,0.733,-0.14561730030868653,0
6,0,2170,41,0.464,0.7252911672401843,0
5,2307,1725,29,1.071,-0.13542082376119324,0
5,1640,4291,78,0.625,0.10325700649158255,0
5,0,3703,91,0.492,-0.13874465078905726,0
6,2129,2177,59,0.788,0.24230403064113037,0
5,1825,2883,61,0.488,-0.1926685191544957,0
5,668,1515,31,0.476,-0.6228523630483667,0
5,1632,2048,35,1.188,-0.1322491041385303,0
5,0,2038,45,0.364,-0.05043421502627648,0
3,1489,1980,45,0.607,-0.13542082376119324,0
4,1853,1899,33,0.833,-0.11155766005011143,0
5,1278,1842,56,0.436,-0.13542082376119324,0
3,2198,2617,48,1.0,0.09612913219695608,0
5,0,3407,47,1.136,-0.13542082376119324,0
5,2517,1765,36,0.565,0.03570971718099067,0
